gc,kind,pause_us,suspend_us,fixctx_us,roots_us,freach_us,handles_us,dep_us,after_us,weak_us,cards_us,card_regions,sweep_us,zero_us,zero_mb,marked_n,marked_mb,live_mb,committed_mb,win_n,win_ms,wait_ms,carve_ms,wzero_ms,blk_n,span_n,hole_n,clean_n,pause_a_us,window_us,pause_b_us,window_marked_n,bsusp_us,rescan_us,drain2_us,predrain_us,predrain_cards,predrain_passes,csweep_us,trim_us,pool_mb,bfresh_n,breo_n,bold_n,holes_mb,tail_mb,cls_n,clsfree_mb,spanreg_n,budget_mb,reason
97,young,2912,118,7,573,0,12,1,1,58,1295,414,768,7780215,48304.3,19332,1.5,32.6,1126.0,423482,7279.1,209.9,256.1,6778.9,174,0,418021,207522,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,882.6,10.2,16,24.5,0,512.0,
98,young,3652,35,6,604,0,14,1,0,66,2031,445,831,7796127,48814.7,32004,2.4,35.0,1126.0,427841,7283.5,210.1,257.5,6781.4,174,0,422433,211408,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,878.6,10.2,16,24.5,0,512.0,
99,young,3949,49,5,571,0,19,1,0,64,2280,432,899,7810045,49325.1,38696,2.8,37.8,1126.0,432222,7288.6,210.3,258.8,6784.6,174,0,426861,215232,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,1,480,873.6,10.2,16,24.5,0,512.0,
100,young,4309,41,6,579,0,15,1,0,62,2491,436,1040,7823664,49834.1,39212,2.9,40.7,1126.0,436644,7293.9,210.5,260.1,6788.0,174,0,431321,219076,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,869.3,10.2,16,24.5,0,512.0,
101,young,4363,38,6,432,0,20,1,0,68,2428,425,1300,7840306,50342.9,38649,2.9,43.6,1126.0,441105,7299.7,210.6,261.3,6792.1,176,0,435833,222611,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,864.7,10.2,16,24.4,0,512.0,
102,young,4827,30,6,623,0,22,1,0,66,2081,426,1914,7857244,50851.1,33508,2.4,46.0,1126.0,445589,7305.7,210.8,262.6,6796.2,176,0,440368,226347,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,860.6,10.2,16,24.4,0,512.0,
103,young,4439,75,19,871,0,24,1,0,69,1845,434,1448,7875219,51318.6,25735,1.9,47.9,1126.0,450074,7315.0,212.6,264.8,6801.1,176,0,444919,230095,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,857.4,10.2,16,24.4,0,512.0,
104,young,4276,66,6,760,0,21,1,0,79,1724,417,1524,7892207,51870.1,23779,1.8,49.7,1126.0,454592,7323.4,213.5,267.9,6805.1,176,0,449483,233929,0,0,0,0,0,0,0,0,0,0,0,1,132.0,0,0,481,854.4,10.2,16,24.4,0,512.0,
105,young,4447,89,5,862,0,21,1,0,80,1789,433,1528,7908764,52294.0,26506,2.0,51.6,1126.0,459125,7336.6,219.9,269.7,6809.7,176,0,454068,237357,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,850.7,10.2,16,24.4,0,512.0,
106,young,4491,65,7,797,0,22,1,0,70,1752,431,1674,7923634,52700.6,26942,2.0,53.6,1126.0,463650,7340.0,220.1,271.0,6811.1,176,0,458640,241601,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,847.2,10.2,16,24.4,0,512.0,
107,young,4815,124,8,860,0,25,1,1,86,2027,430,1614,7943867,53353.4,27764,2.1,55.7,1126.0,468159,7346.3,220.4,272.6,6815.2,176,0,463203,245321,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,843.9,10.2,16,24.4,0,512.0,
108,young,5231,173,6,812,0,30,1,1,95,2249,438,1760,7961614,53908.0,31524,2.3,58.0,1126.0,472709,7352.5,220.5,274.1,6819.3,176,0,467800,249183,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,839.8,10.2,16,24.4,0,512.0,
109,young,5104,27,6,910,0,24,1,0,91,2064,444,1860,7978351,54416.4,28665,2.1,60.1,1126.0,477286,7359.3,222.1,275.8,6822.4,176,0,472420,253070,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,836.1,10.2,16,24.4,0,512.0,
110,young,5068,195,6,660,0,26,1,0,71,2044,437,1966,7997291,54885.1,28334,2.1,62.2,1126.0,481925,7382.4,239.5,277.2,6826.4,176,0,477105,256774,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,832.7,10.2,16,24.4,0,512.0,
111,young,5036,50,5,785,0,14,1,0,64,1883,440,2147,8015310,55281.4,28929,2.1,64.4,1126.0,486564,7388.9,239.7,278.5,6831.0,176,0,481796,260622,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,828.9,10.2,16,24.4,0,512.4,
112,young,5067,39,6,817,0,15,1,0,62,2051,443,2003,8032968,55942.7,32409,2.4,66.8,1126.0,491234,7394.7,240.1,280.0,6834.5,176,0,486508,264658,0,0,0,0,0,0,0,0,0,0,0,1,132.0,0,0,481,824.8,10.2,16,24.4,0,514.8,
113,young,4958,33,6,696,0,18,1,0,62,2006,441,2057,8047320,56451.7,37664,2.8,69.5,1126.0,495928,7399.7,240.3,281.3,6837.6,176,0,491252,268813,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,820.3,10.2,16,24.4,0,517.5,
114,young,5294,37,6,889,0,13,1,1,61,2054,449,2142,8063434,56962.6,32755,2.3,71.9,1126.0,500681,7405.4,240.5,282.9,6841.0,176,0,496055,272896,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,816.2,10.2,16,24.4,0,519.9,
115,young,5296,144,7,870,0,14,1,1,77,1694,445,2386,8078543,57329.0,24777,1.8,73.7,1126.0,505492,7477.5,295.5,296.4,6844.2,176,0,500923,277015,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,812.8,10.2,16,24.4,0,521.7,
116,young,5493,26,5,670,0,26,1,0,73,2036,442,2581,8096324,57992.3,31789,2.4,76.1,1126.0,510331,7483.1,295.7,297.9,6847.7,176,0,505804,281174,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,808.6,10.2,16,24.4,0,524.1,
117,young,5607,30,6,736,0,21,1,0,62,2254,433,2409,8111660,58510.3,38282,2.8,78.9,1126.0,515232,7487.3,296.0,299.4,6849.8,176,0,510740,285542,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,803.4,10.2,16,24.4,0,526.9,
118,young,6383,108,4,871,0,18,1,0,70,2532,434,2698,8128197,59029.5,38349,2.8,81.7,1126.0,520200,7494.4,296.2,301.3,6854.2,176,0,515754,289915,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,481,798.0,10.2,16,24.4,0,529.7,
119,full-cycle,9270,37,1261,0,0,0,1,0,64,1187,351,82,8148061,59591.6,155933,17.0,17.0,1126.0,526413,7501.7,296.5,303.5,6858.2,202,0,521957,295202,1298,3853,2236,131982,33,842,84,0,0,0,1789,1,286.0,12,22,368,723.3,12.2,18,29.9,0,512.0,promoted
120,young,3235,135,8,537,0,26,1,0,91,1727,381,614,8172122,60260.0,26724,4.8,21.7,1126.0,531145,7529.6,296.8,305.0,6883.6,234,0,526719,296688,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,1,399,749.9,9.4,18,28.0,0,512.0,
121,young,3467,285,10,704,0,19,1,0,93,1521,370,734,8197832,60643.0,20772,1.5,23.2,1126.0,535793,7536.2,297.0,306.5,6888.1,234,0,531408,300326,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,743.6,9.4,18,28.0,0,512.0,
122,young,3108,146,11,583,0,15,1,0,64,1495,378,673,8223840,61344.0,21823,1.7,24.9,1126.0,540150,7542.4,297.2,308.1,6892.0,234,0,535829,304052,0,0,0,0,0,0,0,0,0,0,0,0,288.0,0,0,400,740.1,9.4,18,28.0,0,512.0,
123,young,3465,77,8,661,0,23,1,0,81,1842,395,702,8254691,61824.0,31264,2.3,27.2,1126.0,544504,7553.4,297.4,309.4,6901.2,234,0,540239,306428,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,735.4,9.4,18,28.0,0,512.0,
124,young,3745,55,7,811,0,20,1,0,75,1661,382,1020,8275399,62401.6,29180,2.1,29.3,1126.0,548884,7560.3,297.5,311.3,6905.4,234,0,544679,310109,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,731.8,9.4,18,28.0,0,512.0,
125,young,3308,37,20,597,0,14,1,1,56,1563,384,944,8289871,62911.6,32278,2.4,31.7,1126.0,553283,7569.8,301.2,313.1,6908.9,234,0,549124,313855,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,727.8,9.4,18,28.0,0,512.0,
126,young,3905,48,5,708,0,22,1,0,64,1881,384,1093,8305280,63422.3,32729,2.4,34.1,1126.0,557733,7575.0,301.4,314.3,6912.2,234,0,553632,317706,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,723.2,9.4,18,28.0,0,512.0,
127,young,3982,28,5,595,0,22,2,0,82,1938,384,1219,8320314,63931.6,31551,2.4,36.4,1126.0,562205,7579.6,301.6,315.6,6915.0,234,0,558140,321696,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,719.1,9.4,18,28.0,0,512.0,
128,young,4318,33,7,691,0,16,1,0,60,2225,382,1205,8334675,64441.9,37421,2.7,39.2,1126.0,566703,7585.0,301.8,316.7,6918.7,234,0,562677,325557,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,2,398,713.9,9.4,18,28.0,0,512.0,
129,young,4281,34,6,792,0,15,1,0,61,2044,384,1264,8348303,64951.0,38339,2.9,42.1,1126.0,571230,7589.5,302.0,317.9,6921.4,236,0,567246,329513,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,709.4,9.4,18,27.9,0,512.0,
130,young,4601,34,5,820,0,22,1,0,80,2056,387,1476,8362248,65460.8,36233,2.6,44.7,1126.0,575770,7594.3,302.2,319.1,6924.5,236,0,571837,333493,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,704.9,9.4,18,27.9,0,512.0,
131,young,4188,47,7,646,0,14,1,0,62,1807,391,1510,8376070,65969.5,35105,2.6,47.3,1126.0,580329,7599.3,302.3,320.3,6927.6,236,0,576436,337577,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,700.4,9.4,18,27.9,0,512.0,
132,young,4185,28,6,651,0,13,1,0,61,1783,390,1558,8390833,66477.1,28269,2.0,49.3,1126.0,584901,7604.3,302.5,321.5,6930.8,236,0,581064,341527,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,696.6,9.4,18,27.9,0,512.0,
133,young,4445,33,4,467,0,13,1,1,62,1895,391,1910,8408238,66987.4,24162,1.9,51.2,1126.0,589478,7609.6,302.7,322.7,6934.2,236,0,585698,345465,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,693.6,9.4,18,27.9,0,512.0,
134,young,4493,19,6,442,0,22,1,0,80,2260,388,1591,8423070,67498.0,38933,3.5,54.7,1126.0,594059,7615.1,302.9,324.0,6937.8,250,0,590321,349432,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,688.6,9.4,18,27.1,0,512.0,
135,young,4743,15,5,729,0,18,1,0,78,1808,386,2025,8437302,68005.3,39055,2.9,57.6,1126.0,598682,7619.7,303.1,325.6,6940.3,250,0,595010,353570,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,683.5,9.4,18,27.1,0,512.0,
136,young,4887,33,4,895,0,19,1,1,61,1699,390,2094,8452962,68513.0,36478,2.6,60.3,1126.0,603324,7624.4,303.3,326.7,6943.2,250,0,599710,357643,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,3,397,678.3,9.4,18,27.1,0,512.0,
137,young,5334,30,6,762,0,28,1,0,67,2128,390,2242,8468863,69021.2,34855,3.3,63.5,1126.0,607984,7630.1,303.5,328.3,6946.6,264,0,604438,361632,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,673.9,9.4,18,26.3,0,512.0,
138,young,5345,34,11,778,0,15,1,0,65,2166,385,2191,8482947,69528.5,37999,2.8,66.3,1126.0,612690,7634.0,303.6,329.6,6948.7,264,0,609212,365918,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,668.8,9.4,18,26.3,0,514.3,
139,young,5382,32,7,666,0,15,1,0,62,2207,383,2304,8496974,70036.4,37871,2.8,69.1,1126.0,617464,7638.8,303.8,330.8,6951.6,264,0,614017,370065,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,662.5,9.4,18,26.3,0,517.1,
140,young,5810,30,7,778,0,24,2,1,90,2350,383,2471,8511014,70545.2,39090,2.9,72.0,1126.0,622285,7642.9,304.1,332.1,6953.7,264,0,618884,374496,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,656.8,9.4,18,26.3,0,520.0,
141,young,5920,287,5,948,0,11,1,0,58,1799,390,2654,8539721,70965.6,32883,2.4,74.3,1126.0,627157,7655.5,304.4,333.8,6963.9,264,0,623803,376979,0,0,0,0,0,0,0,0,0,0,0,1,290.0,0,0,400,652.1,9.4,18,26.3,0,522.3,
142,young,6136,35,11,769,0,24,1,0,72,2270,391,2851,8559307,71569.3,30634,2.3,76.6,1126.0,632039,7662.4,304.6,335.2,6968.7,264,0,628756,380990,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,647.6,9.4,18,26.3,0,524.6,
143,young,6167,83,12,1027,0,20,1,0,67,2043,396,2815,8573926,72084.5,37000,2.7,79.3,1126.0,636989,7666.9,304.8,336.5,6971.2,264,0,633748,385409,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,642.6,9.4,18,26.3,0,527.3,
144,young,5755,132,7,961,0,22,1,0,69,1952,394,2510,8589611,72607.9,34567,2.6,81.9,1126.0,641979,7673.1,305.0,337.9,6975.0,264,0,638787,389729,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,400,637.5,9.4,18,26.3,0,529.9,
145,full-cycle,18678,225,1639,0,0,0,2,0,72,2103,437,90,8616942,73244.8,171430,19.5,19.5,1126.0,649594,7690.7,308.1,340.5,6985.8,292,0,645015,394984,1864,11756,3764,126558,35,1348,181,0,0,0,1198,0,138.0,12,13,447,883.6,16.0,22,36.0,0,512.0,promoted
146,young,3846,203,8,537,0,28,1,1,97,2223,427,619,8643086,74004.1,36672,5.9,25.5,1126.0,654486,7698.6,308.4,342.1,6991.2,332,0,649938,398575,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,883.6,14.5,22,33.7,0,512.0,
147,young,3495,42,7,482,0,12,1,0,51,2098,409,676,8665636,74646.4,33172,3.6,29.0,1126.0,658919,7711.6,312.1,346.1,6996.1,356,0,654447,402273,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,1,470,877.0,14.5,22,32.3,0,512.0,
148,young,4177,238,7,869,0,29,2,0,98,1976,414,835,8680531,75155.5,32217,2.6,31.7,1126.0,663211,7717.6,313.6,347.6,6998.6,362,0,658817,406151,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,873.2,14.5,22,31.9,0,512.0,
149,young,3541,230,7,652,0,11,1,0,51,1691,424,778,8698800,75664.5,24142,1.7,33.4,1126.0,667572,7722.3,313.8,349.0,7001.2,362,0,663241,410056,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,869.1,14.5,22,31.9,0,512.0,
150,young,3803,56,6,1001,0,22,1,0,68,1593,411,974,8719527,76174.2,23593,1.8,35.2,1126.0,672045,7730.2,316.6,350.6,7004.3,362,0,667760,414027,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,864.2,14.5,22,31.9,0,512.0,
151,young,3961,168,7,680,0,20,1,0,66,1860,415,1059,8740326,76683.8,30507,2.3,37.5,1126.0,676462,7735.5,317.5,352.2,7006.7,362,0,672230,418075,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,860.1,14.5,22,31.9,0,512.0,
152,young,4143,98,6,598,0,23,2,0,91,2053,420,1166,8756105,77194.4,31784,2.3,39.8,1126.0,680863,7740.0,317.7,353.5,7009.1,362,0,676692,421992,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,856.1,14.5,22,31.9,0,512.0,
153,young,4212,170,8,765,0,17,1,0,74,1881,426,1206,8771577,77704.9,32792,2.4,42.2,1126.0,685295,7744.8,317.9,355.0,7011.9,362,0,681180,425906,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,851.7,14.5,22,31.9,0,512.0,
154,young,4606,63,7,851,0,21,1,1,67,2007,422,1491,8787484,78213.9,35068,2.5,44.8,1126.0,689853,7756.9,323.2,358.2,7014.8,362,0,685795,429892,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,845.3,14.5,22,31.9,0,512.0,
155,young,4075,191,8,603,0,12,2,0,62,1680,420,1422,8807018,78721.8,29849,2.2,47.0,1126.0,694374,7762.0,323.4,359.7,7017.7,362,0,690358,433775,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,841.1,14.5,22,31.9,0,512.0,
156,young,4357,60,7,628,0,20,2,0,84,1631,421,1823,8826696,79231.0,28353,2.1,49.0,1126.0,698900,7775.3,330.9,361.4,7020.8,362,0,694945,437626,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,1,470,836.6,14.5,22,31.9,0,512.0,
157,young,4681,236,8,690,0,24,2,0,90,1819,442,1711,8854400,79622.2,24226,1.8,50.8,1126.0,703433,7783.3,331.2,362.7,7026.8,362,0,699523,440831,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,833.0,14.5,22,31.9,0,512.0,
158,young,4026,33,8,666,0,14,1,0,61,1523,434,1655,8871371,80250.3,24020,1.8,52.6,1126.0,707941,7788.2,332.0,364.6,7028.5,362,0,704079,445096,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,829.5,14.5,22,31.9,0,512.0,
159,young,4729,118,8,866,0,16,2,0,65,1812,433,1743,8889193,80760.0,29096,2.1,54.7,1126.0,712469,7796.1,332.2,366.0,7034.5,362,0,708661,449021,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,825.4,14.5,22,31.9,0,512.0,
160,young,4565,84,8,701,0,19,2,0,79,1617,438,1958,8913423,81232.2,26060,1.9,56.6,1126.0,717022,7803.5,332.9,367.9,7038.8,362,0,713275,452519,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,821.9,14.5,22,31.9,0,512.0,
161,young,4822,46,7,1105,0,22,2,0,90,1670,438,1752,8934497,81779.7,23819,1.8,58.4,1126.0,721593,7816.6,339.9,369.4,7042.9,362,0,717893,456385,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,818.2,14.5,22,31.9,0,512.0,
162,young,4770,53,7,824,0,23,1,0,65,1580,440,2053,8950566,82289.5,26149,1.9,60.3,1126.0,726168,7821.5,340.1,370.9,7045.6,362,0,722551,460553,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,814.3,14.5,22,31.9,0,512.0,
163,young,5054,28,7,584,0,23,2,0,94,1816,436,2412,8964781,82799.6,28009,2.1,62.4,1126.0,730781,7825.5,340.3,372.2,7047.6,362,0,727222,464751,0,0,0,0,0,0,0,0,0,0,0,1,140.0,0,0,471,810.2,14.5,22,31.9,0,512.0,
164,young,5089,96,7,942,0,20,2,0,76,1635,435,2199,8979364,83308.5,25033,1.8,64.2,1126.0,735395,7829.3,340.5,373.5,7049.4,362,0,731896,468977,0,0,0,0,0,0,0,0,0,0,0,1,140.0,0,0,471,806.0,14.5,22,31.9,0,512.2,
165,young,5025,34,8,748,0,22,2,0,86,1688,444,2322,8997125,83817.9,20539,1.6,65.7,1126.0,740012,7834.6,340.8,375.0,7052.6,362,0,736589,472904,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,803.2,14.5,22,31.9,0,513.7,
166,young,5755,52,6,952,0,23,2,0,83,2113,431,2462,9012128,84328.7,33859,2.5,68.2,1126.0,744683,7838.8,341.0,376.3,7054.9,362,0,741314,477074,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,798.3,14.5,22,31.9,0,516.2,
167,young,6327,153,7,1233,0,27,2,0,96,2460,442,2219,9040221,84676.1,34217,2.5,70.7,1126.0,749393,7848.9,342.5,378.0,7061.3,362,0,746093,479893,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,792.6,14.5,22,31.9,0,518.7,
168,young,5614,33,8,1100,0,23,1,0,83,1873,448,2414,9061978,85345.1,27502,2.0,72.7,1126.0,754129,7854.7,342.8,379.9,7064.3,362,0,750895,484026,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,788.1,14.5,22,31.9,0,520.7,
169,young,5608,42,7,836,0,23,2,0,84,1790,446,2718,9076360,85860.5,26642,2.0,74.7,1126.0,758904,7860.3,343.0,381.3,7067.8,362,0,755736,488307,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,2,469,784.0,14.5,22,31.9,0,522.7,
170,young,5718,128,9,722,0,16,1,0,74,1871,443,2778,9101448,86243.2,28062,2.1,76.7,1126.0,763746,7866.8,343.2,382.6,7072.4,362,0,760623,492014,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,779.3,14.5,22,31.9,0,524.7,
171,young,5946,155,7,1240,0,23,1,0,85,1856,440,2460,9126265,86882.7,24631,1.8,78.5,1126.0,768560,7873.3,343.8,384.6,7075.7,362,0,765485,496081,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,775.8,14.5,22,31.9,0,526.5,
172,young,5899,294,8,1022,0,25,2,0,95,1795,439,2547,9144420,87415.5,23357,1.7,80.3,1126.0,773396,7880.6,345.5,387.5,7078.1,362,0,770370,500447,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,772.6,14.5,22,31.9,0,528.3,
173,young,6255,35,8,1154,0,23,1,0,66,2036,440,2849,9160840,87940.2,29424,2.2,82.5,1126.0,778268,7885.8,345.6,388.9,7081.1,362,0,775303,504789,0,0,0,0,0,0,0,0,0,0,0,1,140.0,0,2,469,768.1,14.5,22,31.9,0,530.5,
174,young,6268,34,7,1229,0,19,1,0,78,1867,430,2861,9176019,88465.2,34164,2.5,85.0,1126.0,783184,7889.8,345.8,390.4,7083.0,362,0,780277,509323,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,471,762.3,14.5,22,31.9,0,533.0,
175,full-cycle,10628,43,1021,0,0,0,1,0,74,1409,378,93,9193796,89013.9,155285,18.6,18.6,1126.0,789729,7897.2,346.1,392.3,7087.5,381,0,786836,514751,1064,6020,2324,130732,29,670,116,0,0,0,1156,0,232.0,13,17,393,775.7,18.1,24,40.1,0,512.0,promoted
176,young,3251,84,8,545,0,22,2,1,75,1868,394,563,9217070,89764.7,35121,5.3,23.9,1126.0,794729,7903.2,346.3,393.8,7091.4,417,0,791866,518634,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,784.5,18.1,24,38.0,0,512.0,
177,young,3784,26,7,676,0,21,1,0,84,2144,386,743,9237640,90342.0,38007,2.9,26.8,1126.0,799252,7907.1,346.5,395.0,7093.6,419,0,796431,522578,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,1,422,777.4,18.1,24,37.9,0,512.0,
178,young,3671,44,7,632,0,22,1,0,84,1903,388,866,9252353,90851.7,31569,2.3,29.1,1126.0,803639,7912.8,346.7,396.2,7097.4,419,0,800868,526222,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,773.1,18.1,24,37.9,0,512.0,
179,young,3821,51,5,704,0,23,2,0,67,1805,389,1070,9269876,91361.4,27688,2.0,31.1,1126.0,808052,7918.9,347.4,397.9,7100.6,419,0,805322,529866,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,769.3,18.1,24,37.9,0,512.0,
180,young,3550,32,7,983,0,20,2,1,76,1434,384,901,9284297,91875.1,28333,2.1,33.2,1126.0,812504,7922.6,347.7,399.1,7102.3,419,0,809819,533970,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,764.9,18.1,24,37.9,0,512.0,
181,young,3876,24,6,678,0,23,1,0,76,1847,386,1094,9299355,92386.8,25986,1.9,35.1,1126.0,816958,7926.7,347.9,400.5,7104.4,419,0,814331,538041,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,761.0,18.1,24,37.9,0,512.0,
182,young,4005,27,6,462,0,15,1,0,64,2020,383,1310,9315190,92895.4,30507,2.3,37.4,1126.0,821443,7931.0,348.1,401.6,7106.8,419,0,818858,542082,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,756.5,18.1,24,37.9,0,512.0,
183,young,4400,25,7,590,0,26,1,1,79,2261,387,1338,9329443,93407.4,36442,2.7,40.1,1126.0,825907,7937.0,348.9,403.3,7109.8,419,0,823380,545956,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,751.5,18.1,24,37.9,0,512.0,
184,young,3963,111,9,606,0,19,2,0,73,1616,393,1422,9355139,93769.7,34963,2.8,42.9,1126.0,830542,7945.2,349.1,404.6,7115.9,425,0,828082,549151,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,744.9,18.1,24,37.6,0,512.0,
185,young,4542,27,6,776,0,23,1,0,69,2104,395,1464,9372829,94415.3,33105,2.5,45.3,1126.0,835040,7949.5,349.3,405.9,7118.4,425,0,832630,553122,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,740.3,18.1,24,37.6,0,512.0,
186,young,4614,27,6,992,0,21,2,0,80,1843,395,1548,9386638,94928.6,37581,2.7,48.1,1126.0,839563,7956.7,351.8,407.1,7121.4,425,0,837201,557071,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,734.6,18.1,24,37.6,0,512.0,
187,young,4516,34,6,664,0,21,2,0,68,1995,393,1641,9401546,95437.5,32250,2.4,50.4,1126.0,844116,7961.2,352.2,408.5,7123.6,425,0,841826,561214,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,729.8,18.1,24,37.6,0,512.0,
188,young,4571,31,8,878,0,19,2,0,80,1572,396,1885,9416698,95946.8,25925,2.3,52.7,1126.0,848702,7966.3,352.7,410.2,7126.1,433,0,846471,565293,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,1,422,726.0,18.1,24,37.1,0,512.0,
189,young,4762,115,6,1011,0,20,1,0,58,1792,399,1629,9432280,96456.5,25540,1.9,54.6,1126.0,853310,7971.5,353.5,411.7,7128.4,433,0,851125,569396,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,722.8,18.1,24,37.1,0,512.0,
190,young,5161,170,6,824,0,26,2,0,91,2034,413,1897,9453650,96926.8,28780,2.1,56.7,1126.0,857878,7976.9,354.1,414.5,7130.1,433,0,855750,573553,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,718.1,18.1,24,37.1,0,512.0,
191,young,5507,69,6,1073,0,17,1,0,68,1834,405,2331,9482124,97316.6,28656,2.1,58.8,1126.0,862494,7987.7,354.5,416.0,7138.5,433,0,860418,576188,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,714.0,18.1,24,37.1,0,512.0,
192,young,5723,35,6,899,0,29,1,0,83,2247,406,2332,9503385,97981.7,30923,2.3,61.1,1126.0,867131,7993.3,354.7,417.5,7141.8,433,0,865101,580207,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,423,709.6,18.1,24,37.1,0,512.0,
